rank,sim,volume,section_id,section_title,stanza_no,text,source_url,label,notes
49,0.957,5,T148,058. அருண்மொழி மாலை,13,ஒண்கை மழுவோ டனலுடையீ ரொற்றி நகர்வா ழுத்தமர்நீர் / வண்கை யொருமை நாதரென்றேன் வண்கைப் பன்மை நாதரென்றார் / எண்க ணடங்கா வதிசயங்கா ணென்றேன் பொருளன் றிதற்கென்றார் / அண்கொ ளணங்கே யென்னடியவ் வையர் மொழிந்த வருண்மொழியே.,https://www.thiruarutpa.org/thirumurai/v/T148/tm/arunmozi_maalai,,
50,0.957,5,T177,001. சித்தி விநாயகர் பதிகம்,11,கானல்நீர் விழைந்த மான்என உலகக் கட்டினை நட்டுழன் றலையும் / ஈனவஞ் சகநெஞ் சகப்புலை யேனை ஏன்றுகொண் டருளும்நாள் உளதோ / ஊனம்ஓன் றில்லா உத்தமர் உளத்தே ஓங்குசீர்ப் பிரணவ ஒளியே / வேல்நவில் கரத்தோர்க் கினியவா சித்தி விநாயக விக்கினேச் சுரனே.,https://www.thiruarutpa.org/thirumurai/v/T177/tm/siththi_vin-aayakar_pathikam,,
51,0.957,6,T349,138. தங்குறுவம்பு,18,வானசிற்கன மந்திரதந்திர வாதசிற்குண மந்தணவந்தண / வாரசற்சன வந்திதசிந்தித வாமஅற்புத மங்கலைமங்கல / ஞானசிற்சுக சங்கரகங்கர ஞாயசற்குண வங்கணஅங்கண / நாதசிற்பர வம்பரநம்பர நாததற்பர விம்பசிதம்பர.,https://www.thiruarutpa.org/thirumurai/v/T349/tm/thangkuruvampu,,
52,0.956,6,T261,059. வேண்டுகோள்,4,வலத்தவா நாத வலத்தவா சோதி மலையவா மனமுதல் கடந்த / புலத்தவா எனது புலத்தவா தவிர்த்துப் பூரண ஞானநோக் களித்த / நலத்தவா வரையா நலத்தவா மறைகள் நாடியும் காண்பதற் கரிதாம் / பலத்தவா திருஅம் பலத்தவா எல்லாம் படைத்தவா படைத்தவாழ் வருளே.,https://www.thiruarutpa.org/thirumurai/v/T261/tm/veentukool,,
53,0.956,5,T149,059. இன்ப மாலை,9,வண்மை தருவீ ரொற்றிநின்று வருவீ ரென்னை மருவீர்நீர் / உண்மை யுடையீ ரென்றேனா முடைப்பேம் வணங்கி னோர்க்கென்றார் / கண்மை யுடையீ ரென்றேனீ களமை யுடையேம் யாமென்றார் / தண்மை யருளீ ரென்றேனாந் தகையே யருள்வ தென்றாரே.,https://www.thiruarutpa.org/thirumurai/v/T149/tm/inpa_maalai,,
54,0.956,6,T372,080. திருவடிப் பெருமை,31,காணிகின்ற ஐங்கருவின் வித்தின்இயல் பலவும் / கருதுறும்அங் குரத்தின்இயல் பற்பலவும் அடியின் / மாணுகின்ற இயல்கள்பல பலப்பலவும் நடுவில் / மன்னும்இயல் பலபலவும் பலப்பலவும் முடியின் / பூணும்இயல் அனந்தவகை புரிந்தபல பலவும் / பொருந்துவதாய் அவ்வவற்றின் புணர்க்கையுந்தான் ஆகி / ஏணுகின்ற அவைகளுக்குட் பற்றாமல் நடிக்கும் / எழிற்கருணைப் பதப்பெருமை இயம்புவதார் தோழி.,https://www.thiruarutpa.org/thirumurai/v/T372/tm/thiruvatip_perumai,,
55,0.956,6,T260,033. திருமுன் விண்ணப்பம்,7,விளங்கு பொன்னணிப் பொதுநடம் புரிகின்ற விரைமலர்த் திருத்தாளை / உளங்கொள் அன்பர்தம் உளங்கொளும் இறைவநின் ஒப்பிலாப் பெருந்தன்மை / களங்கொள் நாயினேன் விண்ணப்பம் திருச்செவி கலந்தருள் செயல்வேண்டும் / துளங்கும் இவ்வுடல் இம்மையே அழிவுறாத் தொல்லுடல் உறுமாறே.,https://www.thiruarutpa.org/thirumurai/v/T260/tm/thirumun_vinnappam,,
56,0.956,6,T377,147. அனுபவ மாலை,15,கற்பூரம் கொணர்ந்திடுக தனித்தோழி எனது / கணவர்வரு தருணம்இது கண்ணாறு கழிப்பாம் / எற்பூத நிலைஅவர்தம் திருவடித்தா மரைக்கீழ் / இருப்பதடி கீழிருப்ப தென்றுநினை யேல்காண் / பற்பூத நிலைகடந்து நாதநிலைக் கப்பால் / பரநாத நிலைஅதன்மேல் விளங்குகின்ற தறிநீ / இற்பூவை அவ்வடிக்குக் கண்ணாறு கழித்தால் / எவ்வுலகத் தெவ்வுயிர்க்கும் இனிதுநலந் தருமே.,https://www.thiruarutpa.org/thirumurai/v/T377/tm/anupava_maalai,,
57,0.956,6,T372,080. திருவடிப் பெருமை,17,தோற்றம்ஒன்றே வடிவொன்று வண்ணம்ஒன்று விளங்கும் / சோதிஒன்று மற்றதனில் துலங்கும்இயல் ஒன்று / ஆற்றஅதில் பரமாய அணுஒன்று பகுதி / அதுஒன்று பகுதிக்குள் அமைந்தகரு ஒன்று / ஏற்றமிக்க அக்கருவுள் சத்திஒன்று சத்திக் / கிறைஒன்றாம் இத்தனைக்கும் என்கணவர் அல்லால் / ஆற்றமற்றோர் அதிகாரி இல்லையடி மன்றில் / ஆடும்அவர் பெருந்தகைமை யார்உரைப்பார் தோழி.,https://www.thiruarutpa.org/thirumurai/v/T372/tm/thiruvatip_perumai,,
58,0.956,2,T120,067. அர்ப்பித் திரங்கல்,3,ஊட்டு கின்றனை உண்ணுகின் றனன்மேல் / உறக்கு கின்றனை உறங்குகின் றனன்பின் / காட்டு கின்றனை காணுகின் றனன்நீ / களிப்பிக் கின்றனை களிப்புறு கின்றேன் / ஆட்டு கின்றனை ஆடுகின் றனன்இவ் / அகில கோடியும் அவ்வகை யானால் / தீட்டும் அன்பருக் கன்பநின் தனது / சித்தம் அன்றியான் செய்வதொன் றிலையே.,https://www.thiruarutpa.org/thirumurai/v/T120/tm/arppith_thirangkal,,
59,0.956,6,T259,026. தற்போத இழப்பு,2,கள்ளிருந்த மலர்இதழிச் சடைக்கனிநின் வடிவம் / கண்டுகொண்டேன் சிறிதடியேன் கண்டுகொண்ட படியே / நள்ளிருந்த வண்ணம்இன்னும் கண்டுகண்டு களித்தே / நாடறியா திருப்பம்என்றே நன்றுநினைந் தொருசார் / உள்ளிருந்த எனைத்தெருவில் இழுத்துவிடுத் ததுதான் / உன்செயலோ பெருமாயை தன்செயெலோ அறியேன் / வள்ளிருந்த குணக்கடையேன் இதைநினைக் குந்தோறும் / மனம்ஆலை பாய்வதுகாண் மன்றில்நடத் தரசே.,https://www.thiruarutpa.org/thirumurai/v/T259/tm/tharpootha_izappu,,
60,0.956,6,T372,080. திருவடிப் பெருமை,30,விளங்கியஐங் கருச்சத்தி ஓர்அனந்தங் கருவில் / விளைகின்ற சத்திகள்ஓர் அனந்தம்விளை வெல்லாம் / வளம்பெறவே தருகின்ற சத்திகள்ஓர் அனந்தம் / மாண்படையத் தருவிக்கும் சத்திகள்ஓர் அனந்தம் / உளங்கொளநின் றதிட்டிக்கும் சத்திகள்ஓர் அனந்தம் / ஓங்கியஇச் சத்திகளைத் தனித்தனியே இயக்கித் / தளங்கொளஈண் டவ்வவற்றிற் குட்புறம்நின் றொளிரும் / சாமிதிரு வடிப்பெருமை சாற்றுவதார் தோழி.,https://www.thiruarutpa.org/thirumurai/v/T372/tm/thiruvatip_perumai,,
61,0.956,5,T19,021. திருவடி சூட விழைதல்,2,தாழும் கொடிய மடவியர்தம் சழக்கால் உழலாத் தகைஅடைந்தே / ஆழும் பரமா னந்தவெள்ளத் தழுந்திக் களிக்கும் படிவாய்ப்ப / ஊழ்உந் தியசீர் அன்பர்மனத் தொளிரும் சுடரே உயர்தணிகை / வாழும் பொருளே நின்திருத்தாள் அடியேன் முடிமேல் வைப்பாயே.,https://www.thiruarutpa.org/thirumurai/v/T19/tm/thiruvati_suuta_vizaithal,,
62,0.956,4,T225,002. அருட்பிரகாச மாலை,71,உன்மனியின் உள்ளகத்தே ஒளிருவதொன் றாகி / உற்றஅதன் வெளிப்புறத்தே ஓங்குவதொன் றாகிச் / சின்மயமாய் விளங்குகின்ற திருவடிகள் வருந்தச் / சிறுநாயேன் பொருட்டாகத் தெருவில்நடந் தருளிப் / பொன்மயமாந் திருமேனி விளங்கஎன்பால் அடைந்து / பொருள்ஒன்றென் கைதனிலே பொருந்தஅளித் தனையே / நின்மலனே நின்னருளை என்புகல்வேன் பொதுவில் / நிறைந்தஇன்ப வடிவாகி நிருத்தம்இடும் பதியே.,https://www.thiruarutpa.org/thirumurai/v/T225/tm/arutpirakaasa_maalai,,
63,0.956,1,T150,008. இங்கித மாலை,93,அளிக்குங் குணத்தீர் திருவொற்றி யழக ரேநீ ரணிவேணி / வெளிக்கொண் முடிமே லணிந்ததுதான் விளியா விளம்பத் திரமென்றேன் / விளிக்கு மிளம்பத் திரமுமுடி மேலே மிலைந்தாம் விளங்கிழைநீ / யெளிக்கொண் டுரையே லென்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
64,0.956,6,T267,030. பிரியேன் என்றல்,10,பெரியன்அருட் பெருஞ்சோதிப் பெருங்கருணைப் பெருமான் / பெரும்புகழைப் பேசுதலே பெரும்பேறென் றுணர்ந்தே / துரியநிலத் தவர்எல்லாம் துதிக்கின்றார் ஏழை / துதித்தல்பெரி தலஇங்கே துதித்திடஎன் றெழுந்த / அரியபெரும் பேராசைக் கடல்பெரிதே அதுஎன் / அளவுகடந் திழுக்கின்ற தாதலினால் விரைந்தே / உரியஅருள் அமுதளித்தே நினைத்துதிப்பித் தருள்வாய் / உலகமெலாம் களித்தோங்க ஓங்குநடத் தரசே.,https://www.thiruarutpa.org/thirumurai/v/T267/tm/piriyeen_enral,,
65,0.956,2,T184,079. போற்றித் திருப்பதிகம்,7,போற்றுவார் உள்ளம் புகுந்தொளிர் ஒளியே / போற்றிநின் பூம்பதம் போற்றி / ஆற்றுவார் சடைஎன் அப்பனே போற்றி / அமலநின் அடிமலர் போற்றி / ஏற்றுவார் கொடிகொள் எந்தையே போற்றி / இறைவநின் இருங்கழல் போற்றி / சாற்றுமா றரிய பெருமையே போற்றி / தலைவநின் தாட்டுணை போற்றி.,https://www.thiruarutpa.org/thirumurai/v/T184/tm/poorrith_thiruppathikam,,
66,0.956,5,T19,021. திருவடி சூட விழைதல்,9,கள்ளக் கயற்கண் மடவார்தம் காமத் துழலா துனைநினைக்கும் / உள்ளத் தவர்பால் சேர்ந்துமகிழ்ந் துண்மை உணர்ந்தங் குற்றிடுவான் / அள்ளற் பழனத் திருத்தணிகை அரசே ஞான அமுதளீக்கும் / வள்ளற் பெருமான் நின்திருத்தாள் அடியேன் முடிமேல் வைப்பாயே.,https://www.thiruarutpa.org/thirumurai/v/T19/tm/thiruvati_suuta_vizaithal,,
67,0.956,5,T35,037. நாள் அவம்படாமை வேண்டல்,5,விளக்குறழ் மணிப்பூண் மேல்அணிந் தோங்கி / விம்முறும் இளமுலை மடவார் / களக்கினில் ஆழ்ந்த மனத்தினை மீட்டுன் / கழல்அடிக் காக்கும்நாள் உளதோ / அளக்கருங் கருணை வாரியே ஞான / அமுதமே ஆனந்தப் பெருக்கே / கிளக்கரும் புகழ்கொள் தணிகையம் பொருப்பில் / கிளர்ந்தருள் புரியும்என் கிளையே.,https://www.thiruarutpa.org/thirumurai/v/T35/tm/n-aal_avampataamai_veental,,
68,0.956,6,T369,107. ஞானசரியை (வாய்பறை ஆர்த்தல்),3,பணிந்துபணிந் தணிந்தணிந்து பாடுமினோ உலகீர் / பரம்பரமே சிதம்பரமே பராபரமே வரமே / துணிந்துவந்த வேதாந்த சுத்தஅனு பவமே / துரியமுடி அனுபவமே சுத்தசித்தாந் தமதாய்த் / தணிந்தநிலைப் பெருஞ்சுகமே சமரசசன் மார்க்க / சத்தியமே இயற்கையுண்மைத் தனிப்பதியே என்று / கணிந்துளத்தே கனிந்துநினைந் துரைத்திடில்அப் பொழுதே / காணாத காட்சிஎலாம் கண்டுகொள லாமே.,https://www.thiruarutpa.org/thirumurai/v/T369/tm/njaanasariyai_(vaayparai_aarththal),,
69,0.956,6,T259,026. தற்போத இழப்பு,7,மஞ்சனைய குழலம்மை எங்கள்சிவ காம / வல்லிமகிழ் திருமேனி வண்ணமது சிறிதே / நஞ்சனைய கொடியேன்கண் டிடப்புரிந்த அருளை / நாடறியா வகைஇன்னும் நீடநினைத் திருந்தேன் / அஞ்சனைய பிறர்எல்லாம் அறிந்துபல பேசி / அலர்தூற்ற அளியஎனை வெளியில்இழுத் திட்டு / வஞ்சனைசெய் திடவந்த விதியைநினைந் தையோ / மனம்ஆலை பாய்வதுகாண் மன்றில்நடத் தரசே.,https://www.thiruarutpa.org/thirumurai/v/T259/tm/tharpootha_izappu,,
70,0.956,6,T288,084. உத்திரஞானசிதம்பர மாலை,7,குருநெறிக் கேஎன்னைக் கூட்டிக் கொடுத்தது கூறரிதாம் / பெருநெறிக் கேசென்ற பேர்க்குக் கிடைப்பது பேய்உலகக் / கருநெறிக் கேற்றவர் காணற் கரியது காட்டுகின்ற / திருநெறிக் கேற்கின்ற துத்தர ஞான சிதம்பரமே.,https://www.thiruarutpa.org/thirumurai/v/T288/tm/uththiranjaanasithampara_maalai,,
71,0.956,2,T114,064. நெஞ்சு நிலைக் கிரங்கல்,10,துணையாம்உன் பொன்னடி ஏத்தா மனமது தோகையர்கண் / கணையால் இளைக்கின்ற தென்னைசெய் கேன்என்றன் கண்இரண்டின் / இணையாம் பரஞ்சுட ரேஅழி யாநல மேஇன்பமே / பணையார் திருவொற்றி யூர்அர சேஎம் பரம்பொருளே.,https://www.thiruarutpa.org/thirumurai/v/T114/tm/n-enjsu_n-ilaik_kirangkal,,
72,0.956,6,T278,044. திருவடி நிலை,5,பொன்வணப் பொருப்பொன் றதுசகு ணாந்தம் / போந்தவான் முடியதாங் கதன்மேல் / மன்வணச் சோதித் தம்பம்ஒன் றதுமா / வயிந்துவாந் தத்ததாண் டதன்மேல் / என்வணச் சோதிக் கொடிபர நாதாந் / தத்திலே இலங்கிய ததன்மேல் / தன்வணம் மணக்கும் ஒளிமல ராகத் / தழுவினன் திருவடி நிலையே.,https://www.thiruarutpa.org/thirumurai/v/T278/tm/thiruvati_n-ilai,,
73,0.956,2,T113,010. பழமொழிமேல் வைத்துப் பரிவுகூர்தல்,2,வாயி லான்பெரு வழக்குரைப் பதுபோல் / வள்ளல் உன்னடி மலர்களுக் கன்பாம் / தூயி லாதுநின் அருள்பெற விழைந்தேன் / துட்ட னேன்அருள் சுகம்பெற நினைவாய் / கோயி லாகநல் அன்பர்தம் உளத்தைக் / கொண்ட மர்ந்திடும் குணப்பெருங் குன்றே / தேயி லாதபல் வளஞ்செறிந் தோங்கித் / திகழும் ஒற்றியூர்த் தியாகநா யகனே.,https://www.thiruarutpa.org/thirumurai/v/T113/tm/pazamozimeel_vaiththup_parivukuurthal,,
74,0.956,6,T338,100. பேறடைவு,7,கலங்கிடேல் மகனே அருள்ஒளித் திருவைக் / களிப்பொடு மணம்புரி விப்பாம் / விலங்கிடேல் வீணில் போதுபோக் காமல் / விரைந்துநன் மங்கலக் கோலம் / நலங்கொளப் புனைந்து மகிழ்கஇவ் வுலகர் / நவிலும்அவ் வுலகவர் பிறரும் / இலங்கநின் மணமே ஏத்துவர் என்றார் / இயலுறு சிற்சபை யவரே.,https://www.thiruarutpa.org/thirumurai/v/T338/tm/peerataivu,,
75,0.956,5,T149,059. இன்ப மாலை,11,கனிமா னிதழி முலைச்சுவடு களித்தீ ரொற்றிக் கடிநகரீர் / தனிமா னேந்தி யென்றேனென் றலைமே லொருமா னேந்தியென்றார் / துனிமாற் றுகிலீ ரென்றேனற் றுகில்கோ வணங்கா ணென்றாரென் / பனிமால் வரையீ ரென்றேனென் பனிமால் வரைகா ணென்றாரே.,https://www.thiruarutpa.org/thirumurai/v/T149/tm/inpa_maalai,,
76,0.956,4,T224,001. அன்பு மாலை,2,நிறைஅணிந்த சிவகாமி நேயநிறை ஒளியே / நித்தபரி பூரணமாம் சுத்தசிவ வெளியே / கறைஅணிந்த களத்தரசே கண்ணுடைய கரும்பே / கற்கண்டே கனியேஎன் கண்ணேகண் மணியே / பிறைஅணிந்த முடிமலையே பெருங்கருணைக் கடலே / பெரியவரெல் லாம்வணங்கும் பெரியபரம் பொருளே / குறைஅணிந்து திரிகின்றேன் குறைகளெலாந் தவிர்த்தே / குற்றமெலாங் குணமாகக் கொள்வதுநின் குணமே.,https://www.thiruarutpa.org/thirumurai/v/T224/tm/anpu_maalai,,
77,0.956,6,T272,094. அழிவுறா அருள்வடிவப் பேறு,4,ஓங்கு கின்றசிற் றம்பலத் தருள்நடம் ஒளிர்கின்ற பெருவாழ்வே / தேங்கு லாவிய தெள்ளமு தேபெருஞ் செல்வமே சிவமேநின் / பாங்க னேன்மொழி விண்ணப்பம் திருச்செவி பதித்தருள் புரிந்தாயே / ஈங்கு வீழுடல் என்றும்வீ ழாதொளிர் இயல்வடி வாமாறே.,https://www.thiruarutpa.org/thirumurai/v/T272/tm/azivuraa_arulvativap_peeru,,
78,0.956,5,T36,038. அன்பிற் பேதுறல்,8,நின்நிலை அறியா வஞ்சகர் இடத்தில் / நின்றுநின் றலைதரும் எளியேன் / தன்நிலை அறிந்தும் ஐயகோ இன்னும் / தயைஇலா திருந்தனை என்னே / பொன்நிலைப் பொதுவில் நடஞ்செயும் பவளப் / பொருப்பினுள் மலர்ந்திடும் பூவே / கொல்நிலை வேல்கைக் கொளும்திருத் தணிகைக் / குன்றமர்ந் திடுகுணக் குன்றே.,https://www.thiruarutpa.org/thirumurai/v/T36/tm/anpir_peethural,,
79,0.956,6,T341,063. திருப்பள்ளி எழுச்சி,4,கல்லாய மனங்களும் கரையப்பொன் னொளிதான் / கண்டது கங்குலும் விண்டது தொண்டர் / பல்லாரும் எய்தினர் பாடிநின் றாடிப் / பரவுகின் றார்அன்பு விரவுகின் றாராய் / நல்லார்மெய்ஞ் ஞானிகள் யோகிகள் பிறரும் / நண்ணினர் சூழ்ந்தனர் புண்ணிய நிதியே / எல்லாஞ்செய் வல்லஎன் அருட்பெருஞ் சோதி / என்தெய்வ மேபள்ளி எழுந்தருள் வாயே.,https://www.thiruarutpa.org/thirumurai/v/T341/tm/thiruppalli_ezussi,,
80,0.956,1,T150,008. இங்கித மாலை,161,தேவர்க் கரிய வானந்தத் திருத்தாண் டவஞ்செய் பெருமானீர் / மேவக் குகுகு குகுகுவணி வேணி யுடையீ ராமென்றேன் / தாவக் குகுகு குகுகுகுகுத் தாமே யைந்து விளங்கவணி / யேவற் குணத்தா யென்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
81,0.956,6,T360,110. தனித் திருஅலங்கல்,139,சனிதொ லைந்தது தடைத விர்ந்தது தயைமி குந்தது சலமொடே / துனிதொ லைந்தது சுமைத விர்ந்தது சுபமி குந்தது சுகமொடே / கனிஎ திர்ந்தது களைத விர்ந்தது களிமி குந்தது கனிவொடே / புனித மன்றிறை நடம லிந்தது புகழ்உ யர்ந்தது புவியிலே.,https://www.thiruarutpa.org/thirumurai/v/T360/tm/thanith_thirualangkal,,
82,0.956,6,T282,039. திருவடிப் புகழ்ச்சி,8,சிரம்பெறுவே தாகமத்தின் அடிநடுவும் முடியும் / செல்லாத நிலைஅதுவாய் எல்லாம்வல் லதுவாய் / பரம்பரமாய்ப் பரம்பரமேற் பரவுசிதம் பரமாய்ப் / பதிவெளியில் விளங்குகின்ற மதிசிவமே டையிலே / தரங்குலவ அமர்ந்ததிரு வடிகள்பெயர்த் தெனது / சார்படைந்தென் எண்ணமெலாம் தந்தனைஎன் அரசே / குரங்குமனச் சிறியேனுக் கிங்கிதுபோ தாதோ / கொடும்புலையேன் குடிசையிலும் குலவிநுழைந் தனையே.,https://www.thiruarutpa.org/thirumurai/v/T282/tm/thiruvatip_pukazssi,,
83,0.956,1,T160,005. மகாதேவ மாலை,7,பரமாகிச் சூக்குமமாய்த் தூல மாகிப் / பரமார்த்த நிலையாகிப் பதத்தின் மேலாம் / சிரமாகித் திருவருளாம் வெளியாய் ஆன்ம / சிற்சத்தி யாய்ப்பரையின் செம்மை யாகித் / திரமாகித் தற்போத நிவிர்த்தி யாகிச் / சிவமாகிச் சிவாநுபவச் செல்வ மாகி / அரமாகி ஆனந்த போத மாகி / ஆனந்தா தீதமதாய் அமர்ந்த தேவே.,https://www.thiruarutpa.org/thirumurai/v/T160/tm/makaatheeva_maalai,,
84,0.956,1,T150,008. இங்கித மாலை,109,அள்ளற் பழனத் திருவொற்றி யழக ரிவர்தம் முகநோக்கி / வெள்ளச் சடையீ ருள்ளத்தே விருப்பே துரைத்தாற் றருவலென்றேன் / கொள்ளக் கிடையா வலர்குமுதங் கொண்ட வமுதங் கொணர்ந்தின்னு / மெள்ளத் தனைதா வென்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
85,0.956,1,T150,008. இங்கித மாலை,147,வணங்கே ழிலங்குஞ் செஞ்சடையீர் வளஞ்சே ரொற்றி மாநகரீர் / குணங்கேழ் மிடற்றோர் பாலிருளைக் கொண்டீர் கொள்கை யென்னென்றே / னணங்கே யொருபா லன்றிநின்போ லைம்பா லிருள்கொண் டிடச்சற்று / மிணங்கே மிணங்கே மென்கின்றா ரிதுதான் சேடி யென்னேடீ.,https://www.thiruarutpa.org/thirumurai/v/T150/tm/ingkitha_maalai,,
86,0.956,6,T298,055. உபதேச உண்மை,1,கண்ணே கண்மணி யே - கருத் - தேகருத் தின்கனி வே / விண்ணே விண்ணிறை வே - சிவ - மேதனி மெய்ப்பொரு ளே / தண்ணேர் ஒண்மதி யே - எனைத் - தந்த தயாநிதி யே / உண்ணேர் உள்ளொளி யே - எனக் - குண்மை உரைத்தரு ளே.,https://www.thiruarutpa.org/thirumurai/v/T298/tm/upatheesa_unmai,,
87,0.956,6,T286,049. இறைவனை ஏத்தும் இன்பம்,6,அரும்பிலே மலர்வுற் றருள்மணம் வீசும் / ஆனந்தத் தனிமலர் என்கோ / கரும்பிலே எடுத்த சுவைத்திரள் என்கோ / கடையனேன் உடையநெஞ் சகமாம் / இரும்பிலே பழுத்துப் பேரொளி ததும்பி / இலங்கும்ஓர் பசும்பொனே என்கோ / துரும்பினேன் பெற்ற பெரும்பதம் என்கோ / சோதியுட் சோதிநின் றனையே.,https://www.thiruarutpa.org/thirumurai/v/T286/tm/iraivanai_eeththum_inpam,,
88,0.956,6,T372,080. திருவடிப் பெருமை,33,விண்ணிடத்தே முதன்முப்பூ விரியஅதில் ஒருபூ / விரியஅதின் மற்றொருபூ விரிந்திடஇவ் வைம்பூக் / கண்ணிடத்தே பிறிதொருபூ கண்மலர அதிலே / கட்டவிழ வேறொருபூ விட்டஎழு பூவும் / பெண்ணிடத்தே நான்காகி ஆணிடத்தே மூன்றாய்ப் / பிரிவிலவாய்ப் பிரிவுளவாய்ப் பிறங்கியுடல் கரணம் / நண்ணிடத்தேர்ந் தியற்றிஅதின் நடுநின்று விளங்கும் / நல்லதிரு வடிப்பெருமை சொல்லுவதார் தோழி.,https://www.thiruarutpa.org/thirumurai/v/T372/tm/thiruvatip_perumai,,
89,0.955,2,T121,066. கழிபகற் கிரங்கல்,2,ஊழை யேமிக நொந்திடு வேனோ / உளத்தை நோவனோ உலகிடை மயக்கும் / பாழை யேபலன் தருவதென் றெண்ணிப் / பாவி யேன்பெரும் படர்உழக் கின்றேன் / மாழை யேர்திரு மேனிஎம் பெருமான் / மனம்இ ரங்கிஎன் வல்வினை கெடவந் / தேழை யேற்கரு ளாய்எனில் அந்தோ / என்செய் கேன்நர கிடைஇடும் போதே.,https://www.thiruarutpa.org/thirumurai/v/T121/tm/kazipakar_kirangkal,,
90,0.955,2,T53,084. கருணை விண்ணப்பம்,10,சொல்லற் கரிய பெரியபரஞ் சுடரே முக்கட் சுடர்க்கொழுந்தே / மல்லற் கருமால் அயன்முதலோர் வழுத்தும் பெருஞ்சீர் மணிக்குன்றே / புல்லற் கரிதாம் எளியேன்றன் பிழைகள் யாவும் பொறுத்திந்த / அல்லற் கடல்நின் றெனைஎடுத்தே அருள்வாய் உன்றன் அருள்நலமே.,https://www.thiruarutpa.org/thirumurai/v/T53/tm/karunai_vinnappam,,
91,0.955,6,T372,080. திருவடிப் பெருமை,41,பூத்தசுடர்ப் பூஅகத்தே புறத்தேசூழ் இடத்தே / பூத்துமிகக் காய்த்துமதி அமுதொழுகப் பழுத்து / மாத்தகைய பெருஞ்ஜோதி மணிமன்றுள் விளங்கும் / வண்ணம்ஒரு சிறிதறிய மாட்டாமல் மறைகள் / ஏத்துவதும் ஏறுவதும் இறங்குவதும் ஆகி / இருக்கின்ற என்றுணர்ந்தோர் இயம்பிடில்இச் சிறியேன் / தோத்திரஞ்செய் தம்மைகண்டு மகிழ்ந்திடஅம் மன்றில் / துலங்கும்அடிப் பெருமையைஎன் சொல்லுவது தோழி.,https://www.thiruarutpa.org/thirumurai/v/T372/tm/thiruvatip_perumai,,
92,0.955,6,T284,042. கண்டேன் கனிந்தேன் கலந்தேன் எனல்,5,மாற்றைஅளந் தறிந்திலம்என் றருமறைஆ கமங்கள் / வழுத்தமணி மன்றோங்கி வயங்கும்அருட் பொன்னை / ஆற்றல்மிகு பெரும்பொன்னை ஐந்தொழிலும் புரியும் / அரும்பொன்னை என்தன்னை ஆண்டசெழும் பொன்னைத் / தேற்றமிகு பசும்பொன்னைச் செம்பொன்னை ஞான / சிதம்பரத்தே விளங்கிவளர் சிவமயமாம் பொன்னைக் / காற்றனல்ஆ காயம்எலாம் கலந்தவண்ணப் பொன்னைக் / கண்டுகொண்டேன் கனிந்துகொண்டேன் கலந்துகொண்டேன் களித்தே.,https://www.thiruarutpa.org/thirumurai/v/T284/tm/kanteen_kanintheen_kalantheen_enal,,
93,0.955,6,T277,047. பேரானந்தப் பெருநிலை,1,அணிவளர் திருச்சிற் றம்பலத் தாடும் / ஆனந்த போகமே அமுதே / மணிவளர் ஒளியே ஒளியினுள் ஒளியே / மன்னும்என் ஆருயிர்த் துணையே / துணிவுறு சித்தாந் தப்பெரும் பொருளே / தூயவே தாந்தத்தின் பயனே / பணிவுறும் உளத்தே இனித்திட எனக்கே / பழுத்தபே ரானந்தப் பழமே.,https://www.thiruarutpa.org/thirumurai/v/T277/tm/peeraananthap_perun-ilai,,
94,0.955,5,T46,048. தேவ ஆசிரியம்,2,மறிக்கும் வேற்கணார் மலக்குழி ஆழ்ந்துழல் வன்தசை அறும்என்பைக் / கறிக்கும் நாயினும் கடையநாய்க் குன்திருக் கருணையும் உண்டேயோ / குறிக்கும் வேய்மணி களைக்கதிர் இரதவான் குதிரையைப் புடைத்தெங்கும் / தெறிக்கும் நல்வளம் செறிதிருத் தணிகையில் தேவர்கள் தொழும்தேவே.,https://www.thiruarutpa.org/thirumurai/v/T46/tm/theeva_aasiriyam,,
95,0.955,6,T237,004. பதி விளக்கம்,9,இரவிமதி உடுக்கள்முதல் கலைகள்எலாம் தம்மோர் / இலேசமதாய் எண்கடந்தே இலங்கியபிண் டாண்டம் / பரவுமற்றைப் பொருள்கள்உயிர்த் திரள்கள்முதல் எல்லாம் / பகர்அகத்தும் புறத்தும்அகப் புறத்துடன்அப் புறத்தும் / விரவிஎங்கும் நீக்கமற விளங்கிஅந்த மாதி / விளம்பரிய பேரொளியாய் அவ்வொளிப்பே ரொளியாய் / உரவுறுசின் மாத்திரமாம் திருச்சிற்றம் பலத்தே / ஓங்குகின்ற தனிக்கடவுள் ஒருவருண்டே கண்டீர்.,https://www.thiruarutpa.org/thirumurai/v/T237/tm/pathi_vilakkam,,
