volume,section_id,section_title,stanza_no,categories,strong_terms,weak_terms,text,source_url,label,science_concept,notes
3,T129,001. திரு உலாப் பேறு,7,sun_moon_stars,sun_moon_stars:திங்கள்,,திங்கள் உலவும் பொழில்ஒற்றித் தியாகப் பெருமான் திருவீதி / அங்கண் களிக்கப் பவனிவந்தான் அதுபோய்க் கண்டேன் தாயரெலாம் / தங்கள் குலத்துக் கடாதென்றார் தம்மை விடுத்தேன் தனியாகி / எங்கண் அனையாய் என்னடிநான் இச்சை மயமாய் நின்றதுவே.,https://www.thiruarutpa.org/thirumurai/v/T129/tm/thiru_ulaap_peeru,M,,silver-unverified
3,T131,003. இரங்கன் மாலை,3,atom_smallest,atom_smallest:அணுவ,,தோடார் குழையார் ஒற்றியினார் தூயர்க் கலது சுகம்அருள / நாடார் அவர்க்கு மாலையிட்ட நாளே முதல்இந் நாள்அளவும் / சூடா மலர்போல் இருந்ததல்லால் சுகமோர் அணுவுந் துய்த்தறியேன் / கோடா ஒல்குங் கொடியேஎன் குறையை எவர்க்குக் கூறுவனே.,https://www.thiruarutpa.org/thirumurai/v/T131/tm/irangkan_maalai,M,,silver-unverified
3,T131,003. இரங்கன் மாலை,4,cosmos,cosmos:அண்ட,,அண்டர் எவர்க்கும் அறிவொண்ணார் அணியார் ஒற்றி யார்நீல / கண்டர் அவர்க்கு மாலையிட்ட கடனே அன்றி மற்றவரால் / பண்டம் அறியேன் பலன்அறியேன் பரிவோ டணையப் பார்த்தறியேன் / கொண்டன் மணக்குங் கோதாய்என் குறையை எவர்க்குக் கூறுவனே.,https://www.thiruarutpa.org/thirumurai/v/T131/tm/irangkan_maalai,N,,silver-unverified
3,T131,003. இரங்கன் மாலை,7,atom_smallest,atom_smallest:அணுவ,,ஒற்றி நகர்வாழ் உத்தமனார் உயர்மால் விடையார் உடையார்தாம் / பற்றி என்னை மாலையிட்ட பரிசே அன்றிப் பகைதெரிந்து / வெற்றி மதனன் வீறடங்க மேவி அணைந்தார் அல்லரடி / குற்றம் அணுவும் செய்தறியேன் குறையை எவர்க்குக் கூறுவனே.,https://www.thiruarutpa.org/thirumurai/v/T131/tm/irangkan_maalai,M,,silver-unverified
3,T132,004. திரு உலா வியப்பு,10,space_elements,space_elements:பூதங்கள்,,சூலப்படையார் பூதங்கள் சுற்றும் படையார் துதிப்பவர்தம் / சீலப் பதியார் திருஒற்றித் திகழுந் தியாகப் பெருமானார் / நீலக் களத்தார் திருப்பவனி நேர்ந்தார் என்றார் அதுகாண்பான் / சாலப் பசித்தார் போல்மனந்தான் தாவி அவர்முன் சென்றதுவே.,https://www.thiruarutpa.org/thirumurai/v/T132/tm/thiru_ulaa_viyappu,N,,silver-unverified
3,T138,010. புணரா விரகு பொருந்துறு வேட்கையின் இரங்கல்,30,sun_moon_stars,sun_moon_stars:திங்கள்,,சங்கக் குழையார் சடைமுடியார் சதுரர் மறையின் தலைநடிப்பார் / செங்கட் பணியார் திருஒற்றித் தேவர் இன்னும் சேர்ந்திலரே / மங்கைப் பருவம் மணமில்லா மலர்போல் ஒழிய வாடுகின்றேன் / திங்கள் முகத்தாய் என்னடிநான் செய்வ தொன்றும் தெரிந்திலனே.,https://www.thiruarutpa.org/thirumurai/v/T138/tm/punaraa_viraku_porunthuru_veetkaiyin_irangkal,M,,silver-unverified
3,T141,013. ஆற்றாக் காதலின் இரங்கல்,6,sun_moon_stars,sun_moon_stars:திங்கள்,,எங்கள் காழிக் கவுணியரை எழிலார் சிவிகை எற்றிவைத்தோர் / திங்கள் அணியும் செஞ்சடையார் தியாகர் திருவாழ் ஒற்றியினார் / அங்கள் அணிபூந் தார்ப்புயத்தில் அணைத்தார் அல்லர் எனைமடவார் / தங்கள் அலரோ தாழாதென் சகியே இனிநான் சகியேனே.,https://www.thiruarutpa.org/thirumurai/v/T141/tm/aarraak_kaathalin_irangkal,M,,silver-unverified
3,T146,018. ஆற்றா விரகம்,5,sun_moon_stars,sun_moon_stars:நிலவு,,சோமன் நிலவுந் தூய்ச்சடையார் சொல்லிற் கலந்த சுவையானார் / சேமம் நிலவுந் திருஒற்றித் தேவர் இன்னும் சேர்ந்திலர்நான் / தாமம் அருள்வீர் என்கினும்இத் தருணத் திசையா தென்பாரேல் / ஏம முலையாய் என்செய்வேன் என்னை மடவார் இகழாரோ.,https://www.thiruarutpa.org/thirumurai/v/T146/tm/aarraa_virakam,M,,silver-unverified
3,T146,018. ஆற்றா விரகம்,8,cosmos,cosmos:அண்ட,,அசையா தமர்ந்தும் அண்டமெலாம் அசையப் புலியூர் அம்பலத்தே / நசையா நடிக்கும் நாதர்ஒற்றி நாட்டார் இன்னும் நண்ணிலர்நான் / இசையால் சென்றிங் கென்னைஅணை வீர்என் றுரைப்பேன் எனில்அதற்கும் / இசையார் ஆகில் என்செய்கேன் என்னை மடவார் இகழாரோ.,https://www.thiruarutpa.org/thirumurai/v/T146/tm/aarraa_virakam,M,,silver-unverified
4,T224,001. அன்பு மாலை,14,atom_smallest,atom_smallest:அணுத்துணை,,பாடும்வகை அணுத்துணையும் பரிந்தறியாச் சிறிய / பருவத்தே அணிந்தணிந்தது பாடும்வகை புரிந்து / நாடும்வகை உடையோர்கள் நன்குமதித் திடவே / நல்லறிவு சிறிதளித்துப் புல்லறிவு போக்கி / நீடும்வகை சன்மார்க்க சுத்தசிவ நெறியில் / நிறுத்தினைஇச் சிறியேனை நின்அருள்என் என்பேன் / கூடும்வகை உடையரெலாங் குறிப்பெதிர்பார்க் கின்றார் / குற்றமெலாங் குணமாகக் கொண்டகுணக் குன்றே.,https://www.thiruarutpa.org/thirumurai/v/T224/tm/anpu_maalai,M,,silver-unverified
4,T225,002. அருட்பிரகாச மாலை,43,sun_moon_stars,sun_moon_stars:சூரிய,,சூரியசந் திரரெல்லாந் தோன்றாமை விளங்கும் / சுயஞ்சோதி யாகும்அடித் துணைவருந்த நடந்து / கூரியமெய் அறிவென்ப தொருசிறிதுங் குறியாக் / கொடியேன்நான் இருக்குமிடங் குறித்திரவில் நடந்து / காரியம்உண் டெனக்கூவிக் கதவுதிறப் பித்துக் / கையில் ஒன்றை அளித்தனைஉன் கருணையைஎன் என்பேன் / ஆரியர்தம் அளவுகடந் தப்பாலுங் கடந்த / ஆனந்த மன்றில்நடம் ஆடுகின்ற அரசே .,https://www.thiruarutpa.org/thirumurai/v/T225/tm/arutpirakaasa_maalai,A,self-luminous light that shines where sun and moon do not appear,silver-unverified
4,T225,002. அருட்பிரகாச மாலை,52,cosmos,cosmos:அண்ட,,அண்டவகை பிண்டவகை அனைத்தும்உதித் தொடுங்கும் / அணிமலர்ச்சே வடிவருத்தம் அடையநடந் தருளிக் / கண்டவருங் காணாத நடுஇரவு தனில்யான் / கருதுமிடத் தடைந்துகத வந்திறக்கப் புரிந்து / தொண்டனென் எனையும்அழைத் தென்கையில்ஒன் றளித்தாய் / துரையேநின் அருட்பெருமைத் தொண்மையைஎன் என்பேன் / உண்டவர்கள் உணுந்தோறும் உவட்டாத அமுதே / உயர்பொதுவில் இன்பநடம் உடையபரம் பொருளே.,https://www.thiruarutpa.org/thirumurai/v/T225/tm/arutpirakaasa_maalai,A,all cosmic and bodily kinds arise and dissolve,silver-unverified
4,T225,002. அருட்பிரகாச மாலை,93,cosmos,cosmos:புவனம்,,எழுத்தினொடு பதமாகி மந்திரமாய் புவனம் / எல்லாமாய்த் தத்துவமாய் இயம்புகலை யாகி / வழுத்துமிவைக் குள்ளாகிப் புறமாகி நடத்தும் / வழியாகி நடத்துவிக்கும் மன்னிறையு மாகி / அழுத்துறமிங் கிவையெல்லாம் அல்லனவாய் அப்பால் / ஆகியதற் கப்பாலும் ஆனபதம் வருந்த / இழைத்துநடந் திரவில்என்பால் அடைந்தொன்று கொடுத்தாய் / எம்பெருமான் நின்பெருமை என்னுரைப்பேன் வியந்தே.,https://www.thiruarutpa.org/thirumurai/v/T225/tm/arutpirakaasa_maalai,M,,silver-unverified
4,T226,003. பிரசாத மாலை,10,atom_smallest,atom_smallest:அணுத்துணை,,உன்னுதற்கும் உணர்வதற்கும் உவட்டாத வடிவம் / ஒன்றெடுத்து மெய்யன்பர் உவக்கஎழுந் தருளி / முன்னதற்கோர் அணுத்துணையுந் தரமில்லாச் சிறியேன் / முகநோக்கிச் செழுமணப்பூ முகமலர்ந்து கொடுத்தாய் / துன்னுதற்கிங் கரிதாம்நின் திருஉள்ளக் குறிப்பைத் / துணிந்தறியேன் என்னினும்ஓர் துணிவின்உவக் கின்றேன் / பொன்னுதற்குத் திலகமெனுஞ் சிவகாம வல்லிப் / பூவைஒரு புறங்களிப்பப் பொதுநடஞ்செய் பொருளே.,https://www.thiruarutpa.org/thirumurai/v/T226/tm/pirasaatha_maalai,M,,silver-unverified
4,T232,009. ஆளுடைய பிள்ளையார் அருண்மாலை,1,atom_smallest,atom_smallest:அணுத்துணை,,உலகியல் உணர்வோர் அணுத்துணை மேலும் உற்றிலாச் சிறியஓர் பருவத் / திலகிய எனக்குள் இருந்தருள் நெறியில் ஏற்றவுந் தரமிலா மையினான் / விலகுறங் காலத் தடிக்கடி ஏற விடுத்துப்பின் விலகுறா தளித்தாய் / திலகநன் காழி ஞானசம் பந்தத் தெள்ளமு தாஞ்சிவ குருவே.,https://www.thiruarutpa.org/thirumurai/v/T232/tm/aalutaiya_pillaiyaar_arunmaalai,M,,silver-unverified
4,T232,009. ஆளுடைய பிள்ளையார் அருண்மாலை,10,time_scale,time_scale:கற்பம்,,வருபகற் கற்பம் பலமுயன் றாலும் வரலருந் திறனெலாம் எனக்கே / ஒருபகற் பொழுதில் உறஅளித் தனைநின் உறுபெருங் கருணைஎன் உரைப்பேன் / பெருமண நல்லூர்த் திருமணங் காணப் பெற்றவர் தமையெலாம் ஞான / உருவடைந் தோங்கக் கருணைசெய் தளித்த உயர்தனிக் கவுணிய மணியே. / பன்னிருசீர்க் கழிநெடிலடி ஆசிரிய விருத்தம்,https://www.thiruarutpa.org/thirumurai/v/T232/tm/aalutaiya_pillaiyaar_arunmaalai,M,,silver-unverified
4,T232,009. ஆளுடைய பிள்ளையார் அருண்மாலை,189,atom_smallest,atom_smallest:அணுத்துணை,,உலகியல் உணர்வோர் அணுத்துணை யேனும் உற்றிலாச் சிறியஓர் பருவத்திலகிய எனக்குள் இருந்தருள் நெறியில் ஏற்றவுந் தரமிலா மையினான்விலகுறுங் காலத் தடிக்கடி ஏற விடுத்துப்பின் விலகுறா வண்ணம்அலகிலா உணர்ச்சி அளித்தனை உன்றன் அருட்கடற் பெருமைஎன் புகல்வேன்திலகநற் காழி ஞாநசம் பந்தத் தெள்ளமு தாஞ்சிவ குருவே.பெருமானின் கையெழுத்து மூலத்தில் இவ்விருத்தம் இவ்வாறு ஐந்து அடிகளுடன்காணப்பெறுவதாக ஆ.பா.கூறி இங்ஙனமே பதிப்பித்துள்ளார். தொ. வே.முதற்பதிப்பிலும் பின் பதிப்புகளிலும் `அலகிலா உணர்ச்சி அளித்தனை' என்னும்நான்காம் அடி இல்லை. `திலகநற்காழி' என்பதனை நான்காம் அடியாக அவர்கள் கொண்டனர். ஆசிரியவிருத்தம் நான்கடியின் மிக்கு வராது. பெருமானதுகையெழுத்து மூலங்களில் அடித்தல் திருத்தல்கள் உண்டு. பாடும் வேகத்தில் ஐந்தடியாக அமைந்த இதனைப் பெருமான் திருத்தியமைக்காதுவிட்டார்கள் போலும்.,https://www.thiruarutpa.org/thirumurai/v/T232/tm/aalutaiya_pillaiyaar_arunmaalai,M,,silver-unverified
4,T235,012. ஆளுடைய அடிகள் அருண்மாலை,2,space_elements,space_elements:பெருவெளி,,கருவெளிக்குட் புறனாகிக் கரணமெலாங் கடந்துநின்ற / பெருவெளிக்கு நெடுங்காலம் பித்தாகித் திரிகின்றோர் / குருவெளிக்கே நின்றுழலக் கோதறநீ கலந்தனி / உருவெளிக்கே மறைபுகழும் உயர்வாத வூர்மணியே.,https://www.thiruarutpa.org/thirumurai/v/T235/tm/aalutaiya_atikal_arunmaalai,M,,silver-unverified
5,T179,003. கணேசத் திருஅருள் மாலை,2,vibration_sound,vibration_sound:நாதம்,,சீத நாள்மலர்ச் செல்வனும் மாமலர்ச் செல்வி மார்பகச் செல்வனும் காண்கிலாப் / பாதம் நாடொறும் பற்றறப் பற்றுவோர் பாதம் நாடப் பரிந்தருள் பாலிப்பாய் / நாதம் நாடிய அந்தத்தில் ஓங்கும்மெய்ஞ் ஞான நாடக நாயக நான்கெனும் / வேதம் நாடிய மெய்பொரு ளேஅருள் விளங்கும் சித்தி விநாயக வள்ளலே.,https://www.thiruarutpa.org/thirumurai/v/T179/tm/kaneesath_thiruarul_maalai,M,,silver-unverified
5,T180,004. தனித் திருமாலை,1,sun_moon_stars,sun_moon_stars:திங்கள்,,திங்கள்அம் கொழுந்து வேய்ந்த செஞ்சடைக் கொழுந்தே போற்றி / மங்கைவல் லபைக்கு வாய்த்த மகிழ்நநின் மலர்த்தாள் போற்றி / ஐங்கர நால்வாய் முக்கண் அருட்சிவ களிறே போற்றி / கங்கையை மகிழும் செல்வக் கணேசநின் கழல்கள் போற்றி. / கலிவண்ணத் துறை,https://www.thiruarutpa.org/thirumurai/v/T180/tm/thanith_thirumaalai,M,,silver-unverified
5,T4,006. எண்ணப் பத்து,10,cosmos,cosmos:அண்ட,,கண்ட னேகவா னவர்தொழும் நின்திருக் கழல்இணை தனக்காசை / கொண்ட னேகமாய்த் தெண்டன்இட் டானந்தக் கூத்தினை உகந்தாடித் / தொண்ட னேனும்நின் அடியரில் செறிவனோ துயர்உழந் தலைவேனோ / அண்ட னேதிருத் தணிகைவாழ் அண்ணலே அணிகொள்வேல் கரத்தோனே,https://www.thiruarutpa.org/thirumurai/v/T4/tm/ennap_paththu,M,,silver-unverified
5,T7,009. ஜீவசாட்சி மாலை,23,cosmos,"cosmos:அண்டம்,அண்ட",,ஊர்ஆதி இகழ்மாயக் கயிற்றால் கட்டுண் / டோய்ந்தலறி மனம்குழைந்திங் குழலு கின்றேன் / பார்ஆதி அண்டம்எலாம் கணத்தில் காண்போய் / பாவியேன் முகவாட்டம் பார்த்தி லாயோ / சீர்ஆதி பகவன்அருட் செல்வ மேஎன் / சிந்தைமலர்ந் திடஊறுந் தேனே இன்பம் / சார்ஆதி மலைத்தணிகை மணியே ஜீவ / சாட்சியாய் நிறைந்தருளும் சகச வாழ்வே.,https://www.thiruarutpa.org/thirumurai/v/T7/tm/jiivasaatsi_maalai,M,,silver-unverified
5,T22,024. பணித்திறஞ் சாலாப் பாடிழிவு,2,atom_smallest,atom_smallest:அணுவ,,திரப்படுவேன் மையல்புரி மாய வாழ்வில் / தியங்குவேன் சிறிதேனும் தெளிவொன் றில்லேன் / மரப்படுவேன் சிதடருடன் திரிவேன் வீணே / மங்கையர்தம் கண்கள்எனும் வலைக்குள் வீழ்வேன் / கரப்பவர்க்கு முற்படுவேன் கருணை இல்லேன் / கண்அனையாய் நின்தணிகை மலையைக் காணேன் / இரப்பவர்க்கோர் அணுவளவும் ஈயேன் பேயேன் / ஏன்பிறந்தேன் புவிச்சுமையா இருக்கின் றேனே.,https://www.thiruarutpa.org/thirumurai/v/T22/tm/paniththiranj_saalaap_paatizivu,M,,silver-unverified
5,T27,029. நெஞ்சவலங் கூறல்,9,atom_smallest,atom_smallest:அணுவ,light_generic:ஒளி,மத்த நெஞ்சினேன் பித்தரில் திரிவேன் / மாதர் கண்களின் மயங்கிநின் றலைந்தேன் / பத்தி என்பதோர் அணுவும்உற் றில்லேன் / பாவி யேன்எந்தப் பரிசுகொண் டடைவேன் / பித்த நாயகன் அருள்திருப் பேறே / பிரமன் மாலுக்கும் பேசரும் பொருளே / தத்தை பாடுறும் பொழிற்செறி தணிகா / சலத்தின் மேவிய தற்பர ஒளியே.,https://www.thiruarutpa.org/thirumurai/v/T27/tm/n-enjsavalang_kuural,M,,silver-unverified
5,T29,031. திருவருள் விழைதல்,3,cosmos,cosmos:உலகங்கள்,,தேவ ரேமுதல் உலகங்கள் யாவையும் சிருட்டிஆ தியசெய்யும் / மூவ ரேஎதிர் வருகினும் மதித்திடேன் முருகநின் பெயர்சொல்வோர் / யாவ ரேனும்என் குடிமுழு தாண்டெனை அளித்தவர் அவரேகாண் / தாவ நாடொணாத் தணிகையம் பதியில்வாழ் சண்முகப் பெருமானே.,https://www.thiruarutpa.org/thirumurai/v/T29/tm/thiruvarul_vizaithal,M,,silver-unverified
5,T39,041. நாள்எண்ணி வருந்தல்,7,cosmos,cosmos:அண்ட,,தொண்ட னேன்இன்னும் எத்தனை நாள்செலும் துயர்க்கடல் விடுத்தேற / அண்ட னேஅண்டர்க் கருள்தரும் பரசிவன் அருளிய பெருவாழ்வே / கண்ட னேகர்வந் தனைசெய அசுரனைக் களைந்தருள் களைகண்ணே / விண்ட னேர்புகுஞ் சிகரிசூழ் தணிகையில் விளங்கிய வேலோனே.,https://www.thiruarutpa.org/thirumurai/v/T39/tm/n-aalenni_varunthal,N,,silver-unverified
5,T43,045. திருவருட் பேற்று விழைவு,1,light_physics,light_physics:கதிர்,,உலகம் பரவும் பரஞ்சோதி உருவாம் குருவே உம்பரிடைக் / கலகம் தருசூர்க் கிளைகளைந்த கதிர்வேல் அரசே கவின்தருசீர்த் / திலகம் திகழ்வாள் நுதற்பரையின் செல்வப் புதல்வா திறல்அதனால் / இலகும் கலப மயிற்பரிமேல் ஏறும் பரிசென் இயம்புகவே.,https://www.thiruarutpa.org/thirumurai/v/T43/tm/thiruvarut_peerru_vizaivu,N,,silver-unverified
5,T43,045. திருவருட் பேற்று விழைவு,2,light_physics,light_physics:கதிர்,,புகுவா னவர்தம் இடர்முழுதும் போக்கும் கதிர்வேல் புண்ணியனே / மிகுவான் முதலாம் பூதம்எலாம் விதித்தே நடத்தும் விளைவனைத்தும் / தகுவான் பொருளாம் உனதருளே என்றால் அடியேன் தனைஇங்கே / நகுவான் வருவித் திருள்நெறிக்கே நடத்தல் அழகோ நவிலாயே.,https://www.thiruarutpa.org/thirumurai/v/T43/tm/thiruvarut_peerru_vizaivu,M,,silver-unverified
5,T43,045. திருவருட் பேற்று விழைவு,6,light_physics,light_physics:கதிர்,,விளைப்பேன் பவமே அடிச்சிறியேன் வினையால் விளையும் வினைப்போகம் / திளைப்பேன் எனினும் கதிர்வடிவேல் தேவே என்னும் திருமொழியால் / இளைப்பேன் அலன்இங் கியம்புகிற்பேன் எனக்கென் குறையுண் டெமதூதன் / வளைப்பேன் எனவந் திடில்அவனை மடிப்பேன் கருணை வலத்தாலே.,https://www.thiruarutpa.org/thirumurai/v/T43/tm/thiruvarut_peerru_vizaivu,N,,silver-unverified
5,T44,046. செல்வச் சீர்த்தி மாலை,1,light_physics,light_physics:கதிரொளி,,அடியார்க் கெளியர் எனும்முக்கன் ஐயர் தமக்கும் உலகீன்ற / அம்மை தனக்கும் திருவாய்முத் தளித்துக் களிக்கும் அருமருந்தே / கடியார் கடப்ப மலர்மலர்ந்த கருணைப் பொருப்பே கற்பகமே / கண்ணுள் மணியே அன்பர்மனக் கமலம் விரிக்கும் கதிரொளியே / படியார் வளிவான் தீமுதல்ஐம் பகுதி யாய பரம்பொருளே / பகர்தற் கரிய மெய்ஞ்ஞானப் பாகே அசுரப் படைமுழுதும் / தடிவாய் என்னச் சுரர்வேண்டத் தடிந்த வேற்கைத் தனிமுதலே / தணிகா சலமாம் தலத்தமர்ந்த சைவ மணியே சண்முகனே.,https://www.thiruarutpa.org/thirumurai/v/T44/tm/selvas_siirththi_maalai,M,,silver-unverified
5,T44,046. செல்வச் சீர்த்தி மாலை,8,cosmos,cosmos:அண்ட,,மாலும் அயனும் உருத்திரனும் வானத் தவரும் மானிடரும் / மாவும் புள்ளும் ஊர்வனவும் மலையும் கடலும் மற்றவையும் / ஆலும் கதியும் சதகோடி அண்டப் பரப்புந் தானாக / அன்றோர் வடிவம் மேருவிற்கொண் டருளுந் தூய அற்புதமே / வேலும் மயிலும் கொண்டுருவாய் விளையாட் டியற்றும் வித்தகமே / வேதப் பொருளே மதிச்சடைசேர் விமலன் தனக்கோர் மெய்ப்பொருளே / சாலும் சுகுணத் திருமலையே தவத்தோர் புகழும் தற்பரனே / தணிகா சலமாம் தலத்தமர்ந்த சைவ மணியே சண்முகனே.,https://www.thiruarutpa.org/thirumurai/v/T44/tm/selvas_siirththi_maalai,A,mystic-cosmological statement (unverified),silver-unverified
5,T46,048. தேவ ஆசிரியம்,1,sun_moon_stars,sun_moon_stars:கதிரவ,,யாரை யுங்கடு விழியினால் மயக்குறும் ஏந்திழை அவர்வெந்நீர்த் / தாரை தன்னையும் விரும்பிவீழ்த் தாழ்ந்தஎன் தனக்கருள் உண்டேயோ / காரை முட்டிஅப் புறம்செலும் செஞ்சுடர்க் கதிரவன் இவர்ஆழித் / தேரை எட்டுறும் பொழில்செறி தணிகையில் தேவர்கள் தொழும்தேவே.,https://www.thiruarutpa.org/thirumurai/v/T46/tm/theeva_aasiriyam,A,mystic-cosmological statement (unverified),silver-unverified
5,T52,051. தனித் திருத்தொடை,8,sun_moon_stars,sun_moon_stars:நிலவு,,நீர்வேய்ந்த சடைமுடித்துத் தோலுடுத்து நீறணிந்து நிலவுங் கொன்றைத் / தார்வேய்ந்து விடங்கலந்த களங்காட்டி நுதலிடைஓர் தழற்கண் காட்டிப் / பேர்வேய்ந்த மணிமன்றில் ஆடுகின்ற பெரும்பித்தப் பெருமான் ஈன்ற / கூர்வேய்ந்த வேல்அணிதோள் குமாரகுரு வேபரம குருவே போற்றி.,https://www.thiruarutpa.org/thirumurai/v/T52/tm/thanith_thiruththotai,M,,silver-unverified
5,T1,052. தெய்வமணி மாலை,12,light_physics,light_physics:கதிர்,,பார்கொண்ட நடையில்வன் பசிகொண்டு வந்திரப் / பார்முகம் பார்த்திரங்கும் / பண்பும்நின் திருவடிக் கன்பும்நிறை ஆயுளும் / பதியும்நல் நிதியும்உணர்வும் / சீர்கொண்ட நிறையும்உட் பொறையும்மெய்ப் புகழும்நோய்த் / தீமைஒரு சற்றும்அணுகாத் / திறமும்மெய்த் திடமும்நல் இடமும்நின் அடியர்புகழ் / செப்புகின் றோர்அடைவர்காண் / கூர்கொண்ட நெட்டிலைக் கதிர்வேலும் மயிலும்ஒரு / þக்‘ழியங் கொடியும்விண்ணோர் / கோமான்தன் மகளும்ஒரு மாமான்தன் மகளும்மால் / கொண்டநின் கோலமறவேன் / தார்கொண்ட சென்னையில் கந்தகோட் டத்துள்வளர் / தலம்ஓங்கு கந்தவேளே / தண்முகத் துய்யமணி உண்முகச் சைவமணி / சண்முகத் தெய்வமணியே.,https://www.thiruarutpa.org/thirumurai/v/T1/tm/theyvamani_maalai,N,,silver-unverified
5,T1,052. தெய்வமணி மாலை,13,sun_moon_stars|time_scale,sun_moon_stars:சூரிய ; time_scale:கற்பம்,,வன்பெரு நெருப்பினைப் புன்புழுப் பற்றுமோ / வானைஒரு மான்தாவுமோ / வலியுள்ள புலியைஓர் எலிசீறு மோபெரிய / மலையைஓர் ஈச்சிறகினால் / துன்புற அசைக்குமோ வச்சிரத் து‘ண்ஒரு / துரும்பினால் துண்டமாமோ / சூரியனை இருள்வந்து சூழுமோ காற்றில்மழை / தோயுமோ இல்லைஅதுபோல் / அன்புடைய நின்அடியர் பொன்அடியை உன்னும்அவர் / அடிமலர் முடிக்கணிந்தோர்க் / கவலமுறு மோகாமம் வெகுளிஉறு மோமனத் / தற்பமும்வி கற்பம்உறுமோ / தன்புகழ்செய் சென்னையில் கந்தகோட் டத்துள்வளர் / தலம்ஓங்கு கந்தவேளே / தன்முகத் துய்யமணி உன்முகச் சைவமணி / சண்முகத் தெய்வமணியே.,https://www.thiruarutpa.org/thirumurai/v/T1/tm/theyvamani_maalai,O,darkness cannot engulf the sun (light vs dark),silver-unverified
5,T51,056. சண்முகர் வருகை,7,sun_moon_stars,sun_moon_stars:சூரிய,,சூரியன் தோன்றினன் தொண்டர்கள் சூழ்ந்தனர் / சூரசங் காரரே வாரும் / வீரசிங் காரரே வாரும் .,https://www.thiruarutpa.org/thirumurai/v/T51/tm/sanmukar_varukai,M,,silver-unverified
5,T148,058. அருண்மொழி மாலை,8,cosmos,cosmos:அண்ட,,விண்டு வணங்கு மொற்றியுளீர் மென்பூ விருந்தும் வன்பூவில் / வண்டு விழுந்த தென்றேனெம் மலர்க்கை வண்டும் விழுந்ததென்றார் / தொண்டர்க் கருள்வீர் நீரென்றேன் றோகாய் நாமே தொண்டரென்றார் / அண்டர்க் கரியா ரென்னடியவ் வையர் மொழிந்த வருண்மொழியே.,https://www.thiruarutpa.org/thirumurai/v/T148/tm/arunmozi_maalai,N,,silver-unverified
5,T148,058. அருண்மொழி மாலை,30,light_physics,light_physics:கிரண,,நாலா ரணஞ்சூ ழொற்றியுளீர் நாகம் வாங்கி யென்னென்றேன் / காலாங் கிரண்டிற் கட்டவென்றார் கலைத்தோல் வல்லீர் நீரென்றேன் / வேலார் விழிமாத் தோலோடு வியாளத் தோலு முண்டென்றார் / ஆலார் களத்த ரென்னடியவ் வையர் மொழிந்த வருண்மொழியே.,https://www.thiruarutpa.org/thirumurai/v/T148/tm/arunmozi_maalai,N,,silver-unverified
5,T163,065. வைத்தியநாதர் பதிகம்,11,atom_smallest,atom_smallest:அணுத்துணை,,மெய்யோர் தினைத்தனையும் அறிகிலார் பொய்க்கதை / விளம்பஎனில் இவ்வுலகிலோ / மேலுலகில் ஏறுகினும் அஞ்சாது மொழிவர்தெரு / மேவுமண் ணெனினும்உதவக் / கையோ மனத்தையும் விடுக்கஇசை யார்கள்கொலை / களவுகட் காமம்முதலாக் / கண்டதீ மைகள்அன்றி நன்மைஎன் பதனைஒரு / கனவிலும் கண்டறிகிலார் / ஐயோ முனிவர்தமை விதிப்படி படைத்தவிதி / அங்கைதாங் கங்கைஎன்னும் / ஆற்றில் குளிக்கினும் தீமூழ்கி எழினும்அவ் / வசுத்தநீங் காதுகண்டாய் / மையோர் அணுத்துணையும் மேவுறாத் தவசிகா / மணிஉலக நாதவள்ளல் / மகிழவரு வேளூரில் அன்பர்பவ ரோகமற / வளர்வைத் தியநாதனே.,https://www.thiruarutpa.org/thirumurai/v/T163/tm/vaiththiyan-aathar_pathikam,M,,silver-unverified
5,T173,071. திருவோத்தூர் சிவஞான தேசிகன் தோத்திரம்,2,sun_moon_stars,sun_moon_stars:நிலவு,,உதயநிறை மதிஅமுத உணவுபெற நிலவுசிவ / யோகநிலை அருளுமலையே,https://www.thiruarutpa.org/thirumurai/v/T173/tm/thiruvooththuur_sivanjaana_theesikan_thooththiram,M,,silver-unverified
5,T173,071. திருவோத்தூர் சிவஞான தேசிகன் தோத்திரம்,10,space_elements,space_elements:ஐம்பூத,,ஐம்பூதம் ஆதிநீ அல்லைஅத் தத்துவ / அதீதஅறி வென்றஒன்றே,https://www.thiruarutpa.org/thirumurai/v/T173/tm/thiruvooththuur_sivanjaana_theesikan_thooththiram,M,,silver-unverified
5,T176,074. சிங்கபுரிக் கந்தர் பதிகம்,3,sun_moon_stars,sun_moon_stars:திங்கள்,,உம்பர்துயர் கயிலைஅரற் கோதிடவே அப்பொழுதே உவந்து நாதன் / தம்பொருவில் முகமாறு கொண்டுநுதல் ஈன்றபொறி சரவ ணத்தில் / நம்புமவர் உயவிடுத்து வந்தருளும் நம்குகனே நலிவு தீர்ப்பாய் / திங்கள்தவழ் மதில்சூழும் சிங்கபுரி தனில்அமர்ந்த தெய்வக் குன்றே.,https://www.thiruarutpa.org/thirumurai/v/T176/tm/singkapurik_kanthar_pathikam,M,,silver-unverified
